Nome Promocao;Data Inicial;Data Final;SKU;Nome Item;Preco Vendido;Preco Promocao;Ativacao;Marg%
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;206433;COND SEDA 350ML VERAO BLOCK;15,79;13,29;2;15,79
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;87988;COND SEDA 350ML CITRIC;15,79;13,29;2;174,33
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;69915;COND SEDA 350ML LISO PERFEITO;15,79;13,29;2;206,25
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;87971;COND SEDA 350ML LANOLINA;15,79;13,29;2;15,79
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;28547;COND SEDA 350ML VITALIDADE EQUILIBR;15,79;13,29;2;158,85
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;25904;COND SEDA 350ML CERAMIDAS;15,79;13,29;2;174,6
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;43670;COND SEDA 350ML PRETOS LUMINOSOS;15,79;13,29;2;206,23
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;292122;COND SEDA 350ML CHOCOLATE INTENSE;15,79;13,29;2;79,14
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;206464;COND SEDA 350ML BRILHO GLOSS;15,79;13,29;2;206,25
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;199773;COND SEDA 350ML SOS RECONSTRUCAO;15,79;13,29;2;206,25
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;328821;COND SEDA 350ML PRO COLOR;15,79;13,29;2;-99,81
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;328814;COND SEDA 325ML POS ALISAMENTO QUIM;15,79;13,29;2;174,6
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;382519;COND SEDA 350ML KERAFORCE ORIGINAL;15,79;13,29;2;-99,81
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;382526;COND SEDA 350ML KERAFORCE QUIMICA;15,79;13,29;2;156,33
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;409131;COND SEDA 350ML REC NATURAL ANTIQUE;15,79;13,29;2;164,48
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;440134;COND SEDA 325ML BRILHO GLOSS;15,79;13,29;2;125,89
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;438872;COND SEDA 325ML CERAMIDAS;15,79;13,29;2;85,98
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;347563;COND SEDA 325ML CRESCIMENTO SAUDAVE;15,79;13,29;2;63,58
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;437509;COND SEDA 325ML LISO PERFEITO;15,79;13,29;2;85,98
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;435215;COND SEDA 325ML PRETOS LUMINOSOS;15,79;13,29;2;85,98
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;224703;COND SEDA 325ML OLEO HIDRATACAO;15,79;13,29;2;77,61
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;435222;COND SEDA 325ML POS ALISAMENTO;15,79;13,29;2;140,7
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;441896;COND SEDA 325ML PUREZA REFRESCANTE;15,79;13,29;2;120,83
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;441940;COND SEDA 325ML RESTAURACAO INSTANT;15,79;13,29;2;85,98
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;441933;COND SEDA 325ML MEL E AVEIA;15,79;13,29;2;68,33
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;439831;COND SEDA 325ML CACHOS DEFINIDOS;15,79;13,29;2;85,98
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;226295;COND SEDA 325ML ANTI NOS;15,79;13,29;2;53,74
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;441926;COND SEDA 325ML KERAFORCE ORIGINAL;15,79;13,29;2;85,98
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;433396;COND SEDA 325ML LISO EXTREMO;15,79;13,29;2;82,54
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;248549;COND SEDA 325ML BRILHO MOV;15,79;13,29;2;139,51
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;248532;COND SEDA 325ML HID LEVEZA;15,79;13,29;2;101,06
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;259187;COND SEDA 325ML ABACATE E CARITE;15,79;13,29;2;53,74
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;498401;COND SEDA 325ML BOMBA ARGAN;15,79;13,29;2;82,54
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;500210;COND SEDA 325ML BABOSA+OLEOS;15,79;13,29;2;85,98
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;631327;COND SEDA 325ML HIDRATACAO MICELAR;15,79;13,29;2;83,81
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;631310;COND SEDA 325ML COCO;15,79;13,29;2;85,98
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;168458;COND SEDA 350ML LOIROS RADIANTES;15,79;13,29;2;15,79
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;168472;COND SEDA 350ML VERMELHOS VIBRANTES;15,79;13,29;2;15,79
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;168465;COND SEDA 350ML CAB CASTANHOS;15,79;13,29;2;15,79
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;180733;COND SEDA 350ML ANTI SPONGE;15,79;13,29;2;15,79
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;191463;COND SEDA 350ML CONTROL QUEDA;15,79;13,29;2;15,79
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;185974;COND SEDA 350ML ONDAS MARCANTES;15,79;13,29;2;15,79
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;206396;COND SEDA 350ML LISO EXTREMO;15,79;13,29;2;206,25
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;298582;COND SEDA 350ML CAMADAS DESRACADAS;15,79;13,29;2;15,79
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;241878;COSTELA SUINA KG;16,99;15,69;2;9,68
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;2240;COXINHA DA ASA RESFRIADA KG;18,49;17,49;3;62,19
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;498494;CR DENTAL CLOSEUP 70G ANTI CARIES;4,09;3,59;2;60,65
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;214131;CR LEITE PIRACANJUBA 200G;4,99;4,29;4;113,24
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;420662;DESINF MARINA 2L EUCALIPTO;6,19;5,09;2;77,79
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;404976;DESINF MARINA 2L LAVANDA;6,19;5,09;2;77,79
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;225816;DESINF MARINA 2L FLORAL;6,19;5,09;2;77,79
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;225793;DESINF MARINA 2L TALCO;6,19;5,09;2;6,19
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;225786;DESINF MARINA 2L PINHO;6,19;5,09;2;77,79
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;283809;DETERG LIQ LIMPOL 500ML NATURAL;2,79;2,39;2;38,11
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;71130;DETERG LIQ LIMPOL 500ML CRISTAL;2,79;2,39;2;64,11
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;22903;DETERG LIQ LIMPOL 500ML LIMAO;2,79;2,39;2;64,11
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;22859;DETERG LIQ LIMPOL 500ML NEUTRO;2,79;2,39;2;57,59
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;22866;DETERG LIQ LIMPOL 500ML MACA;2,79;2,39;2;57,59
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;22880;DETERG LIQ LIMPOL 500ML COCO;2,79;2,39;2;57,59
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;283816;DETERG LIQ LIMPOL 500ML LARANJA;2,79;2,39;2;-99,73
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;283823;DETERG LIQ LIMPOL 500ML CHA VERDE;2,79;2,39;2;2,79
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;282963;DETERG LIQ LIMPOL 500ML CARIBE;2,79;2,39;2;184,69
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;217125;DETERG LIQ LIMPOL 500ML LAVANDA;2,79;2,39;2;50,81
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;630177;DETERG LIQ LIMPOL 500ML JABUTICABA;2,79;2,39;2;50,81
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;498395;DS REXONA AERO FEM 150ML +INVISIBLE;19,59;16,19;2;94,53
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;357449;DS REXONA AERO MEN 150ML ANT+INVISE;19,59;16,19;2;41,85
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;400206;DESOD REXONA AERO 150ML HOMBRE MEN;19,59;16,19;2;132,01
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;393508;DESOD REXONA AERO 150ML MEN QUANTUM;19,59;16,19;2;80,19
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;407557;DESOD REXONA AERO 150ML MEN SENSITI;19,59;16,19;2;83,08
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;393522;DESOD REXONA AERO 150ML MEN SPORT;19,59;16,19;2;74,59
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;349178;DESOD REXONA AERO 150ML SUPERHERO;19,59;16,19;2;137,45
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;331715;DS REXONA AERO MEN 150ML V8;19,59;16,19;2;41,85
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;393539;DS REXONA AERO MEN 150ML XTRACOOL;19,59;16,19;2;79,72
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;400794;DS REXONA AERO MEN 150ML ACTIVE DRY;19,59;16,19;2;70,96
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;393515;DESOD REXONA AERO 150ML MEN EXTREME;19,59;16,19;2;86,06
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;395793;DS REXONA AERO MEN 150ML INVISIBLE;19,59;16,19;2;79,88
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;393430;DESOD REXONA AERO 150ML FANATICS;19,59;16,19;2;90,93
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;342797;DS REXONA AERO FEM 150ML S PERFUME;19,59;16,19;2;79,72
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;308113;DS REXONA AERO FEM 150ML POWD DRY;19,59;16,19;2;79,72
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;408783;DS REXONA AERO FEM 150ML ACTIVE EMO;19,59;16,19;2;79,72
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;458030;DS REXONA AERO FEM 150ML COTTON DRY;19,59;16,19;2;84,81
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;499996;DS REXONA AERO FEM 150ML INVISIBLE;19,59;16,19;2;79,88
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;458023;DS REXONA AERO FEM 150ML BAMBOO;19,59;16,19;2;77,76
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;498326;DS REXONA AERO FEM 150ML STAY FRESH;19,59;16,19;2;84,81
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;498319;DESOD REXONA AERO 150ML F.BR LICHIA;19,59;16,19;2;106,86
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;498340;DS REXONA AERO MEN 150ML IMPACTO;19,59;16,19;2;79,88
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;498333;DS REXONA AERO FEM 150ML ERVA DOCE;19,59;16,19;2;79,88
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;624978;DS REXONA AERO MEN 150ML S PERFUME;19,59;16,19;2;84,98
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;668552;DS REXONA AERO FEM 150ML FRUTAS VER;19,59;16,19;2;79,72
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;102339;ESPONJA BETTANIN BRILHUS DUPLA FACE;1,0;0,89;2;43,92
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;698320;FARINHA TRIGO ROSA BRANCA 1KG PAPEL;4,29;3,89;2;34,06
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;145428;FEIJAO VERMELHO PEREIRA 1KG;10,99;9,59;2;31,88
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;11549;FILE DE PEITO RESFRIADO KG;23,99;21,79;2;46,63
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;68062;FILE PEITO PIFPAF 1KG BANDEJA;21,89;20,29;2;16,37
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;43427;FILTRO PAPEL MELITTA 103;5,39;4,79;2;63,33
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;8891;FRANGO CONGELADO KG;8,99;10,09;5;17,21
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;616362;GRANOLA BRASINGRAOS 500G MALTEINGRA;21,29;18,79;2;64,4
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;616379;GRANOLA BRASINGRAOS 500G MEL IN GRA;21,29;18,79;2;71,25
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;616386;GRANOLA BRASINGRAOS 500G MULSIN ZR;21,29;18,79;2;71,25
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;616393;GRANOLA BRASINGRAOS 500G TRADICIONA;21,29;18,79;2;71,25
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;616409;GRANOLA BRASINGRAOS 500G ESPECIAL;21,29;18,79;2;71,25
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;616416;GRANOLA BRASINGRAOS 500G INTEGRAL;21,29;18,79;2;71,25
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;2806;HAMB PIFPAF 56G FRANGO;1,99;1,49;9;107,29
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;665292;HASTES FLEXIV MILI C75;3,49;2,89;2;77,93
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;479301;INSET RAID AP+LIQ 32.9ML 45N;28,89;23,19;2;189,47
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;517973;INSET RAID FAMILY AP+LIQ 32.9ML 45N;28,89;23,19;2;86,26
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;49849;IOG MOLICO ZERO LAC 170G MORANGO;3,29;2,99;2;43,04
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;423588;LAMPADA LED ULTRALUZ BULBO 7W;5,79;5,09;2;104,18
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;623636;LEITE COND TRIANGULO 395G SEMIDESNA;6,99;5,49;2;99,14
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;104302;LEITE SOJA ADES 1L ORIGINAL;10,29;8,59;3;97,57
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;676144;LEITE SOJA ADES 1L ORIGINAL ZERO;10,29;8,59;3;50,58
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;985307;LING CHURRASCO MISTA PIFPAF KG;19,29;16,49;2;34,93
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;242394;LING FRANGO CHURRASCO AVIVAR KG;15,99;14,79;2;37,5
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;281485;MAC NINFA OVOS 500G ESPAGUETE;4,59;3,69;2;47,94
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;281317;MAC NINFA OVOS 500G PADRE NOSSO;4,59;3,69;2;47,99
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;281324;MAC NINFA OVOS 500G PARAFUSO;4,59;3,69;2;47,99
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;281331;MAC NINFA OVOS 500G PENNE;4,59;3,69;2;53,0
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;237567;MAC NINFA OVOS 500G LINGUINE;4,59;3,69;2;53,0
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;433884;MAC NINFA OVOS 500G FIDELINHO;4,59;3,69;2;53,0
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;17190;MAC NISSIN 85G CAMARAO;3,19;2,89;2;343,05
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;8488;MAC NISSIN 90G CALDO DE CARNE;3,19;2,89;2;3,19
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;103466;MAC NISSIN 90G CALABRESA;3,19;2,89;2;3,19
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;103459;MAC NISSIN 90G CHURRASCO;3,19;2,89;2;3,19
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;32476;MAC NISSIN 90G QUEIJO;3,19;2,89;2;3,19
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;17206;MAC NISSIN LAMEN 85G CARNE;3,19;2,89;2;54,1
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;17121;MAC NISSIN LAMEN 85G GALINHA;3,19;2,89;2;71,5
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;17114;MAC NISSIN LAMEN 85G GALINHA CAIPIR;3,19;2,89;2;56,37
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;17138;MAC NISSIN LAMEN 85G LEGUMES;3,19;2,89;2;51,9
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;17183;MAC NISSIN LAMEN 85G BACON;3,19;2,89;2;56,67
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;171694;MAC NISSIN 85G QUEIJO;3,19;2,89;2;3,19
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;121941;MAC NISSIN LAMEN 85G CARNE C TOMATE;3,19;2,89;2;56,67
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;121934;MAC NISSIN 85G GALIMHA C LEGUMES;3,19;2,89;2;331,08
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;47524;MAC NISSIN MONICA 85G CARNE;3,19;2,89;2;48,37
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;47531;MAC NISSIN MONICA 85G GALINHA;3,19;2,89;2;48,37
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;52870;MAC NISSIN MONICA 85G TOMATE;3,19;2,89;2;48,37
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;46428;MAC NISSIN CREMOSO 88G CHEDDAR;3,19;2,89;2;3,19
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;42819;MAC NISSIN CREMOSO 88G BACON;3,19;2,89;2;3,19
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;120203;MAC NISSIN CREMOSO 88G FRANGO;3,19;2,89;2;54,1
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;175326;MAC NISSIN HOT 80G MEXICANO;3,19;2,89;2;60,3
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;175319;MAC NISSIN HOT 85G CALABRESA;3,19;2,89;2;41,77
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;206655;MAC NISSIN LAMEN 85G PICANHA;3,19;2,89;2;53,36
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;268561;MAC NISSIN 80G LIGHT PEITO PERU;3,19;2,89;2;3,19
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;425032;MAC NISSIN LAMEN 85G FRANGO ASSADO;3,19;2,89;2;54,1
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;615280;MAC NISSIN CREMOSO 88G ESTROGONOFE;3,19;2,89;2;148,71
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;615303;MAC NISSIN CREMOSO 88G MOLHO QUEIJO;3,19;2,89;2;61,92
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;615297;MAC NISSIN CREMOSO 88G COST BARBECU;3,19;2,89;2;41,71
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;683746;MAC NISSIN HOT 85G CARNE DESFIADA;3,19;2,89;2;60,3
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;16094;MAIONESE HELLMANNS 500G TRAD;11,59;10,39;2;44,33
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;631945;MANTEIGA SUACUI 500G;25,29;20,99;2;44,59
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;15561;MARGARINA QUALY 500G C SAL;8,49;7,79;2;40,33
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;88145;MARGARINA QUALY 500G LIGHT ZERO LAC;11,69;10,09;2;62,06
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;626743;MILHO VERDE MINAS MAIS 170G LATA;3,89;3,29;3;72,88
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;502122;MOLHO PIMENTA IRICI 150ML TRAD;4,39;3,79;2;63,6
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;667210;MOLHO TOM HEINZ 300G SACHE;3,39;3,09;2;34,34
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;694049;PAO QUEIJO IDEAL RECH 400G REQUEIJ;12,99;11,69;2;43,1
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;33282;PAPEL ALUMINIO BOREDA 30CM X 7.5M;6,29;5,29;2;103,66
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;697057;PAPEL HIG COTTON 30MT LV12 PG11 FD;21,79;19,39;2;61,28
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;665223;PAPEL TOALHA BIANCO C2;5,69;4,99;2;71,33
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;447805;PASTA NEUTRAL 500G;11,69;10,19;2;98,47
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;245524;PATINHO KG;32,99;29,49;2;-1,83
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;241540;PERNIL DIANTEIRO KG;11,99;11,09;3;-11,42
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;241854;PERNIL SUINO KG;17,99;16,59;3;32,9
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;93354;PRESUNTO PIFPAF KG;25,39;23,19;1;34,63
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;1724;QUEIJO MUCARELA KG;44,9;41,29;1;49,27
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;304375;REF MID 25G CUPUACU;1,19;1,09;3;81,79
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;157421;REF MID 25G GRAVIOLA;1,19;1,09;3;89,24
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;406468;REF MID 25G COCO VERDE;1,19;1,09;3;81,79
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;643122;REF MID 20G LIMAO;1,19;1,09;3;133,33
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;639279;REF MID 20G MELANCIA;1,19;1,09;3;76,45
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;638616;REF MID 20G GOIABA;1,19;1,09;3;133,33
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;638623;REF MID 20G GROSELHA;1,19;1,09;3;133,33
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;642088;REF MID 20G JABUTICABA;1,19;1,09;3;26,24
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;644730;REF MID 20G LARANJA;1,19;1,09;3;133,33
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;639286;REF MID 20G UVA;1,19;1,09;3;26,24
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;638630;REF MID 20G MARACUJA;1,19;1,09;3;26,24
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;638913;REF MID 20G MORANGO;1,19;1,09;3;26,24
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;642064;REF MID 20G ABACAXI;1,19;1,09;3;26,24
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;638609;REF MID 20G BAUNILHA LIMAO;1,19;1,09;3;133,33
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;642026;REF MID 20G TANGERINA;1,19;1,09;3;26,24
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;696371;REF MID 20G CAJU;1,19;1,09;3;133,33
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;641807;REF MID 20G MANGA;1,19;1,09;3;133,33
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;638906;REF MID 20G GRAVIOLA;1,19;1,09;3;133,33
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;642071;REF MID 20G GUARANA;1,19;1,09;3;133,33
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;641784;REF MID 20G LARANJA DOCINHA;1,19;1,09;3;60,81
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;641791;REF MID 20G LIMONADA SUICA;1,19;1,09;3;60,81
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;376785;REFRIG IT 2L COLA LEMON;5,69;4,99;2;-98,98
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;376761;REFRIG IT 2L COLA;5,69;4,99;2;33,25
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;376754;REFRIG IT 2L GUARANA;5,69;4,99;2;41,54
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;393096;REFRIG IT 2L LIMAO;5,69;4,99;2;33,25
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;634021;REFRIG IT 2L LEMON ICE;5,69;4,99;2;41,54
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;376778;REFRIG IT 2L LARANJA;5,69;4,99;2;33,25
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;331852;REQUEIJAO GODAM 200G LIGHT;6,99;5,89;2;37,4
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;629331;RODO PUXA SECA 2IRMAOS 40CM;13,49;11,79;2;68,83
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;513661;ROSQUINHA BARBIERI 550G LEITE;8,55;7,09;2;93,87
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;513654;ROSQUINHA BARBIERI 550G COCO;8,55;7,09;2;93,87
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;617222;SAB FRANCIS LUXO 90G ROSA NEGRA TUR;4,69;3,59;3;81,67
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;30557;SAB FRANCIS LUXO 90G ROSAS VERSAILL;4,69;3,59;3;78,66
TABLOIDE 09 A 21 - EF;2024-09-09;2024-09-21;30496;SAB FRANCIS LUXO 90G CEREJA ORIENTE;4,69;3,59;3;78,66
